SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,409 Lawton St,San Francisco,CA,94122,1449000,3,2.0,San Francisco,1802,2500,1906,4,804,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/409-Lawton-St-94122/home/2016271,San Francisco MLS,421573996,N,Y,37.758138,-122.4672681
MLS Listing,,Condo/Co-op,72 Townsend St #307,San Francisco,CA,94107,848000,1,1.0,San Francisco,709,,,4,1196,782,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-307/home/85995528,San Francisco MLS,421593345,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,631 Ofarrell St #214,San Francisco,CA,94109,420000,0,1.0,San Francisco,527,,,5,797,520,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-214/home/909981,San Francisco MLS,421601446,N,Y,37.7852037,-122.4151808
MLS Listing,,Single Family Residential,793 37th Ave,SAN FRANCISCO,CA,94121,1595000,4,2.5,SAN FRANCISCO,2090,2996,1925,5,763,,Active,October-10-2021 01:00 PM,October-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/793-37th-Ave-94121/home/2007811,MLSListings,ML81865606,N,Y,37.7741241,-122.4974521
MLS Listing,,Townhouse,528 Noe St,San Francisco,CA,94949,2690000,4,4.0,San Francisco,,3171,1900,5,,600,Active,,,http://www.redfin.com/CA/San-Francisco/528-Noe-St-94114/home/1352258,San Francisco MLS,421601417,N,Y,37.7603997,-122.4330914
MLS Listing,,Multi-Family (2-4 Unit),731 - 733 17th Ave,San Francisco,CA,94121,1695000,4,,San Francisco,3330,3000,1923,5,509,,Active,,,http://www.redfin.com/CA/San-Francisco/731-17th-Ave-94121/home/622043,San Francisco MLS,421598838,N,Y,37.774189,-122.47604
MLS Listing,,Condo/Co-op,1233 Francisco St,San Francisco,CA,94123,1295000,2,1.5,San Francisco,1295,18906,1923,5,1000,840,Active,October-12-2021 10:00 AM,October-12-2021 11:30 AM,http://www.redfin.com/CA/San-Francisco/1233-Francisco-St-94123/home/12354670,San Francisco MLS,421601101,N,Y,37.8028625,-122.4255956
MLS Listing,,Condo/Co-op,139 S Lake Merced Hls Unit 1C,SAN FRANCISCO,CA,94132,799990,2,2.0,SAN FRANCISCO,1384,,1975,5,578,895,Active,October-10-2021 02:00 PM,October-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/139-S-Lake-Merced-Hls-94132/unit-1C/home/839668,MLSListings,ML81865578,N,Y,37.7085685,-122.4832098
MLS Listing,,Condo/Co-op,1422 18th Ave,San Francisco,CA,94122,988000,2,1.0,San Francisco,1202,3024,1925,5,822,315,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1422-18th-Ave-94122/home/17305931,San Francisco MLS,421598779,N,Y,37.761275,-122.475564
MLS Listing,,Multi-Family (5+ Unit),901 Kearny St,San Francisco,CA,94133,6350000,0,,San Francisco,,5144,,5,,,Active,,,http://www.redfin.com/CA/San-Francisco/901-Kearny-St-94133/home/176647472,San Francisco MLS,421601278,N,Y,37.7962977,-122.4053575
MLS Listing,,Condo/Co-op,537 Natoma St #404,San Francisco,CA,94103,939000,2,2.0,San Francisco,892,5399,2013,5,1053,408,Active,,,http://www.redfin.com/CA/San-Francisco/537-Natoma-St-94103/unit-404/home/45451876,San Francisco MLS,421600748,N,Y,37.779383,-122.408459
MLS Listing,,Single Family Residential,186 Collins St,San Francisco,CA,94118,2850000,4,3.5,San Francisco,2824,3000,1915,5,1009,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/186-Collins-St-94118/home/589906,San Francisco MLS,421601115,N,Y,37.782624,-122.4499638
MLS Listing,,Single Family Residential,738 - 740 North Point St,San Francisco,CA,94109,2799000,6,3.5,San Francisco,,1800,1963,5,,,Active,,,http://www.redfin.com/CA/San-Francisco/738-N-Point-St-94109/home/1924970,San Francisco MLS,421601235,N,Y,37.8060401,-122.4193394
MLS Listing,,Condo/Co-op,11 Laussat St,San Francisco,CA,94102,799000,1,1.0,San Francisco,782,1250,1893,5,1022,75,Active,,,http://www.redfin.com/CA/San-Francisco/11-Laussat-St-94102/home/28938809,San Francisco MLS,421596734,N,Y,37.7718918,-122.4274215
MLS Listing,,Condo/Co-op,555 4th St #841,San Francisco,CA,94107,1198000,2,2.5,San Francisco,,63237,2006,5,,704,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-841/home/12277727,San Francisco MLS,421597531,N,Y,37.7791203,-122.3971915
MLS Listing,,Condo/Co-op,388 Townsend St #3,San Francisco,CA,94107,799000,1,2.0,San Francisco,981,10856,1999,5,814,356,Active,,,http://www.redfin.com/CA/San-Francisco/388-Townsend-St-94107/unit-3/home/12396245,San Francisco MLS,421600442,N,Y,37.7758901,-122.3970382
MLS Listing,,Vacant Land,4712 - 4720 3rd St,San Francisco,CA,94124,2480000,0,,San Francisco,,5485,,5,,,Active,,,http://www.redfin.com/CA/San-Francisco/4712-3rd-St-94124/home/146202456,San Francisco MLS,421601032,N,Y,37.7354419,-122.3907155
MLS Listing,,Other,69 Pearl St,SAN FRANCISCO,CA,94103,1288000,4,3.0,SAN FRANCISCO,1763,,1907,5,731,325,Active,,,http://www.redfin.com/CA/San-Francisco/69-Pearl-St-94103/unit-73A/home/895945,MLSListings,ML81865477,N,Y,37.77031,-122.423664
MLS Listing,,Condo/Co-op,401 Crescent Ct #4309,San Francisco,CA,94134,970000,3,2.0,San Francisco,1424,114415,2007,6,681,667,Active,October-16-2021 11:00 AM,October-16-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/401-Crescent-Ct-94134/unit-4309/home/12277974,San Francisco MLS,421597078,N,Y,37.711395,-122.388107
MLS Listing,,Condo/Co-op,110 Channel St #326,San Francisco,CA,94158,700000,0,1.0,San Francisco,538,,2018,6,1301,713,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-326/home/109255958,San Francisco MLS,421601094,N,Y,37.77486,-122.391036
MLS Listing,,Single Family Residential,985 San Bruno Ave,San Francisco,CA,94110,1250000,2,1.0,San Francisco,,1250,1926,6,,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/985-San-Bruno-Ave-94110/home/1895992,San Francisco MLS,421600951,N,Y,37.7571705,-122.4045833
MLS Listing,,Single Family Residential,2431 24th St,San Francisco,CA,94110,1899000,4,2.0,San Francisco,2162,2500,1906,6,878,,Active,October-12-2021 02:00 PM,October-12-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/2431-24th-St-94110/home/1422672,San Francisco MLS,421597037,N,Y,37.7529145,-122.4039879
MLS Listing,,Multi-Family (2-4 Unit),638 45th Ave,San Francisco,CA,94121,1695000,6,4.0,San Francisco,4890,2831,1908,6,347,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/638-45th-Ave-94121/home/1937976,San Francisco MLS,421598434,N,Y,37.7763454,-122.5057363
MLS Listing,,Multi-Family (2-4 Unit),6 Nottingham Pl,San Francisco,CA,94133,2975000,6,,San Francisco,3045,1098,1909,6,977,,Active,,,http://www.redfin.com/CA/San-Francisco/6-Nottingham-Pl-94133/home/1991437,San Francisco MLS,421600988,N,Y,37.7977222,-122.4050535
MLS Listing,,Condo/Co-op,1 Steuart Ln #1604,San Francisco,CA,94105,3535000,2,2.0,San Francisco,1365,,,6,2590,2693,Active,,,http://www.redfin.com/CA/San-Francisco/1-Steuart-Ln-94105/unit-1604/home/176622228,San Francisco MLS,421600252,N,Y,37.7916703,-122.391584
MLS Listing,,Condo/Co-op,1 Steuart Ln #508,San Francisco,CA,94105,1495000,1,1.5,San Francisco,1101,,,6,1358,2633,Active,,,http://www.redfin.com/CA/San-Francisco/1-Steuart-Ln-94105/unit-508/home/176622227,San Francisco MLS,421600406,N,Y,37.7916703,-122.391584
MLS Listing,,Condo/Co-op,1 Steuart Ln #406,San Francisco,CA,94105,1995000,2,2.0,San Francisco,1513,,,6,1319,2726,Active,,,http://www.redfin.com/CA/San-Francisco/1-Steuart-Ln-94105/unit-406/home/176622178,San Francisco MLS,421600443,N,Y,37.7916703,-122.391584
MLS Listing,,Single Family Residential,331 Arguello Blvd,San Francisco,CA,94118,4750000,6,6.0,Presidio Heights,4223,3018,1900,6,1125,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/331-Arguello-Blvd-94118/home/1484453,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965473,N,Y,37.784435,-122.459429
MLS Listing,,Condo/Co-op,1470 Mcallister St,San Francisco,CA,94115,2495000,3,2.0,San Francisco,2000,2939,2016,6,1248,754,Active,,,http://www.redfin.com/CA/San-Francisco/1470-McAllister-St-94115/home/144063374,San Francisco MLS,421598519,N,Y,37.7782793,-122.4363282
MLS Listing,,Condo/Co-op,170 Pacific Ave #33,San Francisco,CA,94111,1960000,3,3.0,San Francisco,1850,89586,1986,6,1059,98,Active,,,http://www.redfin.com/CA/San-Francisco/170-Pacific-Ave-94111/unit-33/home/102817199,San Francisco MLS,421600912,N,Y,37.798253,-122.399172
MLS Listing,,Condo/Co-op,75 Howard St #1202,San Francisco,CA,94105,4495000,2,2.0,San Francisco,1679,,,6,2677,2764,Active,,,http://www.redfin.com/CA/San-Francisco/75-Howard-St-94105/unit-1202/home/176621968,San Francisco MLS,421600451,N,Y,37.7915968,-122.3915948
MLS Listing,,Single Family Residential,275 Shipley St,San Francisco,CA,94107,4000000,3,3.5,San Francisco,2915,3750,1906,6,1372,,Active,,,http://www.redfin.com/CA/San-Francisco/275-Shipley-94107/home/722683,San Francisco MLS,421596536,N,Y,37.7785007,-122.4043675
MLS Listing,,Condo/Co-op,120 - 122 Coso Ave #120,San Francisco,CA,94110,698000,2,1.0,San Francisco,950,2150,1900,6,735,300,Active,October-12-2021 02:30 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/120-Coso-Ave-94110/unit-120/home/176621753,San Francisco MLS,421600047,N,Y,37.7457833,-122.4177977
MLS Listing,,Condo/Co-op,120 - 122 Coso Ave #122,San Francisco,CA,94110,849000,2,1.0,San Francisco,1175,2150,1900,6,723,300,Active,October-12-2021 02:30 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/120-Coso-Ave-94110/unit-122/home/176621706,San Francisco MLS,421600048,N,Y,37.7457833,-122.4177977
MLS Listing,,Multi-Family (2-4 Unit),120 - 122 Coso Ave,San Francisco,CA,94110,1549000,4,,San Francisco,2125,2150,1900,6,729,,Active,October-12-2021 02:30 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/120-Coso-Ave-94110/home/1371137,San Francisco MLS,421599354,N,Y,37.7457833,-122.4177977
MLS Listing,,Multi-Family (5+ Unit),916 - 920 Clay St,San Francisco,CA,94108,1850000,0,,San Francisco,3681,1337,1907,6,503,,Active,,,http://www.redfin.com/CA/San-Francisco/916-Clay-St-94108/home/1088750,San Francisco MLS,421599440,N,Y,37.7941745,-122.4082915
MLS Listing,,Single Family Residential,1717 Webster St,San Francisco,CA,94115,2895000,4,2.5,San Francisco,2445,1642,1900,6,1184,,Active,,,http://www.redfin.com/CA/San-Francisco/1717-Webster-St-94115/home/1871630,San Francisco MLS,421600861,N,Y,37.7867592,-122.4320039
MLS Listing,,Single Family Residential,38 Stoneyford Ave,San Francisco,CA,94112,949000,2,1.0,San Francisco,862,2352,1942,6,1101,,Active,,,http://www.redfin.com/CA/San-Francisco/38-Stoneyford-Ave-94112/home/770944,San Francisco MLS,421600835,N,Y,37.7305112,-122.4211838
MLS Listing,,Condo/Co-op,1503 Waller St,San Francisco,CA,94117,735000,1,1.0,San Francisco,535,2979,1895,6,1374,577,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1503-Waller-St-94117/home/176621127,San Francisco MLS,421600783,N,Y,37.7687425,-122.4487054
MLS Listing,,Condo/Co-op,56 Linda St,San Francisco,CA,94110,699000,1,1.0,Dolores,668,2004,1907,6,1046,225,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/56-Linda-St-94110/home/110052355,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969527,N,Y,37.7590642,-122.4228463
MLS Listing,,Condo/Co-op,1101 Green St #603,San Francisco,CA,94109,1150000,1,2.0,San Francisco,918,5279,1928,6,1253,1491,Active,,,http://www.redfin.com/CA/San-Francisco/1101-Green-St-94109/unit-603/home/541969,San Francisco MLS,421596984,N,Y,37.7982681,-122.4174152
MLS Listing,,Single Family Residential,2941 26th Ave,San Francisco,CA,94132,2688000,4,3.0,San Francisco,2700,4399,1934,6,996,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2941-26th-Ave-94132/home/1966965,San Francisco MLS,421594631,N,Y,37.7335435,-122.4822149
MLS Listing,,Condo/Co-op,2100 Green St #502,San Francisco,CA,94123,2950000,2,2.5,San Francisco,1850,,1927,6,1595,,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Green-St-94123/unit-502/home/12400235,San Francisco MLS,421600806,N,Y,37.7965566,-122.4339526
MLS Listing,,Condo/Co-op,507 Pennsylvania Ave,San Francisco,CA,94107,1725000,3,3.0,San Francisco,1960,1911,1981,6,880,170,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/507-Pennsylvania-Ave-94107/home/732981,San Francisco MLS,421599268,N,Y,37.760028,-122.393061
MLS Listing,,Single Family Residential,196 Newton St,San Francisco,CA,94112,1195000,2,2.0,San Francisco,1903,2260,1915,6,628,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/196-Newton-St-94112/home/796288,San Francisco MLS,421599333,N,Y,37.7121418,-122.4383855
MLS Listing,,Condo/Co-op,1201 California St #206,San Francisco,CA,94109,589000,0,1.0,San Francisco,,,,6,,500,Active,,,http://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-206/home/12400743,San Francisco MLS,421575592,N,Y,37.790957,-122.4143844
MLS Listing,,Single Family Residential,774 39th Ave,San Francisco,CA,94121,1450000,3,2.5,San Francisco,1120,3118,1925,6,1295,,Active,October-12-2021 03:00 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/774-39th-Ave-94121/home/616993,San Francisco MLS,421600821,N,Y,37.774248,-122.4991491
MLS Listing,,Single Family Residential,1782 Revere Ave,San Francisco,CA,94124,799000,2,1.0,San Francisco,1075,2500,1907,7,743,,Active,,,http://www.redfin.com/CA/San-Francisco/1782-Revere-Ave-94124/home/2005176,San Francisco MLS,421593757,N,Y,37.7337198,-122.393354
MLS Listing,,Condo/Co-op,400 Bristol Ct #107,San Francisco,CA,94130,1156000,1,1.0,San Francisco,898,231763,,7,1287,1308,Active,,,http://www.redfin.com/CA/San-Francisco/1-Yerba-Buena-Rd-94130/unit-107/home/176618802,San Francisco MLS,421600782,N,Y,37.8108709,-122.3668348
MLS Listing,,Condo/Co-op,301 Mission St Unit 15H,San Francisco,CA,94105,775000,1,1.0,San Francisco,773,50667,2009,7,1003,1520,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-15H/home/40138346,San Francisco MLS,421600781,N,Y,37.7903824,-122.3961531
MLS Listing,,Multi-Family (2-4 Unit),1215 - 1217 Vallejo St,San Francisco,CA,94109,2100000,4,1.0,San Francisco,2792,2339,1908,7,752,,Active,,,http://www.redfin.com/CA/San-Francisco/1215-Vallejo-St-94109/home/2035548,San Francisco MLS,421598573,N,Y,37.7972975,-122.4173541
MLS Listing,,Single Family Residential,3019 Broderick St,San Francisco,CA,94123,2950000,3,2.0,SFO - San Francisco,1827,1934,1938,7,1615,,Active,,,http://www.redfin.com/CA/San-Francisco/3019-Broderick-St-94123/home/1984313,CRMLS,PW21219686,N,Y,37.7981992,-122.4444394
MLS Listing,,Condo/Co-op,590 6th St #303,San Francisco,CA,94103,1299000,2,2.0,San Francisco,1356,13734,2001,7,958,820,Active,,,http://www.redfin.com/CA/San-Francisco/590-6th-St-94103/unit-303/home/853378,San Francisco MLS,421600758,N,Y,37.7747537,-122.4014635
MLS Listing,,Condo/Co-op,888 7th St #130,San Francisco,CA,94107,399888,1,1.0,San Francisco,549,95280,2007,7,728,389,Active,,,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-130/home/22894589,San Francisco MLS,421592179,N,Y,37.7705534,-122.4004057
MLS Listing,,Condo/Co-op,810 Lyon St #2,San Francisco,CA,94115,899000,2,1.0,San Francisco,964,2422,1966,7,933,265,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/810-Lyon-St-94115/unit-2/home/176618188,San Francisco MLS,421596381,N,Y,37.7785443,-122.4432819
MLS Listing,,Single Family Residential,246 Grand View Ave,San Francisco,CA,94114,2050000,3,4.5,San Francisco,1890,2273,1908,7,1085,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/246-Grand-View-Ave-94114/home/674973,San Francisco MLS,421599175,N,Y,37.7543081,-122.4412277
MLS Listing,,Condo/Co-op,2090 Pacific Ave #506,San Francisco,CA,94109,1195000,1,1.0,San Francisco,1050,12215,1928,8,1138,566,Active,,,http://www.redfin.com/CA/San-Francisco/2090-Pacific-Ave-94109/unit-506/home/951314,San Francisco MLS,421594083,N,Y,37.794342,-122.4296436
MLS Listing,,Single Family Residential,160 De Long St,San Francisco,CA,94112,925000,3,2.0,San Francisco,925,2495,1951,8,,,Active,,,http://www.redfin.com/CA/San-Francisco/160-De-Long-St-94112/home/1656358,MetroList,421599628,N,Y,37.7097785,-122.4618367
MLS Listing,,Condo/Co-op,1 Federal St #42,SAN FRANCISCO,CA,94107,768000,1,1.0,SAN FRANCISCO,658,,2003,8,1167,721,Active,,,http://www.redfin.com/CA/San-Francisco/1-Federal-St-94107/unit-42/home/1600192,MLSListings,ML81865233,N,Y,37.7841242,-122.3910528
MLS Listing,,Single Family Residential,67 Mirabel Ave,SAN FRANCISCO,CA,94110,1095000,2,2.0,SAN FRANCISCO,1188,2495,1912,8,922,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/67-Mirabel-Ave-94110/home/1362410,MLSListings,ML81865226,N,Y,37.7468044,-122.4159882
MLS Listing,,Single Family Residential,520 Laidley St,San Francisco,CA,94131,1198000,2,2.0,San Francisco,,3397,1924,8,,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/520-Laidley-St-94131/home/1655963,San Francisco MLS,421599509,N,Y,37.7359625,-122.4313617
MLS Listing,,Single Family Residential,947 Edinburgh St,San Francisco,CA,94112,998000,3,3.0,San Francisco,1469,2509,1913,8,679,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/947-Edinburgh-St-94112/home/1807920,San Francisco MLS,421600583,N,Y,37.7150527,-122.4363396
MLS Listing,,Single Family Residential,1700 Sloat Blvd,San Francisco,CA,94132,2198000,6,4.5,San Francisco,2496,4412,1949,8,881,,Active,October-12-2021 01:30 PM,October-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1700-Sloat-Blvd-94116/home/1782192,San Francisco MLS,421599083,N,Y,37.7342557,-122.4915003
MLS Listing,,Single Family Residential,65 Castenada Ave,San Francisco,CA,94116,2250000,3,1.5,San Francisco,2010,10201,1926,8,1119,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/65-Castenada-Ave-94116/home/1486427,San Francisco MLS,421600630,N,Y,37.75001,-122.4618726
MLS Listing,,Condo/Co-op,1300 22nd St #300,San Francisco,CA,94107,1280000,2,2.0,San Francisco,915,32000,2016,8,1399,753,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-300/home/167315241,San Francisco MLS,421599191,N,Y,37.7578379,-122.3944714
MLS Listing,,Condo/Co-op,200 Brannan St #306,San Francisco,CA,94107,1499000,2,2.0,San Francisco,1525,72899,2004,8,983,885,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-306/home/1170558,San Francisco MLS,421600557,N,Y,37.7838833,-122.3906104
MLS Listing,,Single Family Residential,19 Riverton Dr,San Francisco,CA,94132,1825000,5,4.0,San Francisco,1924,2495,1949,9,949,,Active,October-10-2021 01:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/19-Riverton-Dr-94132/home/1656485,San Francisco MLS,421600250,N,Y,37.7336481,-122.4874325
MLS Listing,,Condo/Co-op,501 Crescent Way #5104,SAN FRANCISCO,CA,94134,738888,2,2.0,SAN FRANCISCO,1054,,2006,9,701,600,Active,,,http://www.redfin.com/CA/San-Francisco/501-Crescent-Way-94134/unit-5104/home/22854830,MLSListings,ML81865209,N,Y,37.7117617,-122.388583
MLS Listing,,Multi-Family (2-4 Unit),384 Park St,San Francisco,CA,94110,1395000,6,4.0,San Francisco,2320,2550,1904,9,601,,Active,October-12-2021 02:30 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/384-Park-St-94110/unit-384/home/764384,San Francisco MLS,421599597,N,Y,37.7361504,-122.4172383
MLS Listing,,Condo/Co-op,219 Brannan St Unit 11D,San Francisco,CA,94107,2395000,2,2.0,San Francisco,1395,82966,2000,9,1717,1303,Active,,,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-11D/home/1776754,San Francisco MLS,421599212,N,Y,37.7830623,-122.3901122
MLS Listing,,Condo/Co-op,821 Folsom St #306,San Francisco,CA,94107,995000,2,2.0,San Francisco,1063,,2004,9,936,667,Active,,,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-306/home/12401855,San Francisco MLS,421600258,N,Y,37.7814547,-122.4014635
MLS Listing,,Multi-Family (2-4 Unit),634 - 636 Church St,San Francisco,CA,94114,2495000,4,2.0,San Francisco,2948,2500,1941,9,846,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/634-Church-St-94114/home/710302,San Francisco MLS,421600546,N,Y,37.760739,-122.4286182
MLS Listing,,Single Family Residential,1850 19th Ave,San Francisco,CA,94122,998000,4,3.0,San Francisco,1439,2250,1906,9,694,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1850-19th-Ave-94122/home/933383,San Francisco MLS,421600389,N,Y,37.7532986,-122.4759508
MLS Listing,,Condo/Co-op,118 Corwin St,San Francisco,CA,94114,1695000,2,2.0,San Francisco,1705,3003,1989,9,994,120,Active,October-10-2021 02:30 PM,October-10-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/118-Corwin-St-94114/home/1541663,San Francisco MLS,421598612,N,Y,37.7576059,-122.4404991
MLS Listing,,Single Family Residential,109 Porter St,San Francisco,CA,94110,1648000,3,4.0,San Francisco,1720,1746,,9,958,,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/109-Porter-St-94110/home/1559033,San Francisco MLS,421600517,N,Y,37.7338199,-122.4180347
MLS Listing,,Condo/Co-op,3141 Gough St,San Francisco,CA,94123,3650000,4,2.5,San Francisco,2210,2812,1923,9,1652,577,Active,,,http://www.redfin.com/CA/San-Francisco/3141-Gough-St-94123/home/55244644,San Francisco MLS,421600435,N,Y,37.8024115,-122.4284225
MLS Listing,,Single Family Residential,251 Hartford St,San Francisco,CA,94114,2699000,3,3.0,San Francisco,,3125,1890,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/251-Hartford-St-94114/unit-251A/home/712540,San Francisco MLS,421600498,N,Y,37.758574,-122.433349
MLS Listing,,Condo/Co-op,338 Spear St Unit 17C,San Francisco,CA,94105,1250000,1,1.0,San Francisco,,76210,2009,9,,76,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-17C/home/23424171,San Francisco MLS,421599602,N,Y,37.7894137,-122.3906433
MLS Listing,,Condo/Co-op,1731 Larkin St #6,San Francisco,CA,94109,1650000,2,2.0,San Francisco,,,,9,,426,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1731-Larkin-St-94109/unit-6/home/86348881,San Francisco MLS,421599809,N,Y,37.7938586,-122.4199766
MLS Listing,,Condo/Co-op,786 Minna St #3,San Francisco,CA,94103,1100000,2,2.0,San Francisco,1200,4887,1999,9,917,498,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/786-Minna-St-94103/unit-3/home/12395751,San Francisco MLS,421600246,N,Y,37.7761928,-122.4139198
MLS Listing,,Multi-Family (2-4 Unit),1319 Dolores St,San Francisco,CA,94110,2500000,4,2.0,San Francisco,1900,2374,1900,9,1316,,Active,October-12-2021 12:00 PM,October-12-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1319-Dolores-St-94110/home/1990694,BAREIS,421598666,N,Y,37.7483183,-122.4245385
MLS Listing,,Multi-Family (2-4 Unit),2908 Folsom St,San Francisco,CA,94110,1595000,4,4.0,San Francisco,1835,2757,1900,9,869,,Active,October-12-2021 02:30 PM,October-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2908-Folsom-St-94110/home/1720904,San Francisco MLS,421594828,N,Y,37.7506438,-122.4142185
MLS Listing,,Condo/Co-op,3075 California St,San Francisco,CA,94115,1599000,3,2.0,San Francisco,1888,2502,1900,9,847,500,Active,October-10-2021 02:00 PM,October-10-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3075-California-St-94115/home/1754373,San Francisco MLS,421599153,N,Y,37.787241,-122.444909
MLS Listing,,Single Family Residential,1359 41st Ave,San Francisco,CA,94122,1495000,3,2.0,San Francisco,1991,,1947,9,751,,Active,,,http://www.redfin.com/CA/San-Francisco/1359-41st-Ave-94122/home/1436413,San Francisco MLS,421599790,N,Y,37.7614007,-122.5008733
MLS Listing,,Single Family Residential,858 37th Ave,San Francisco,CA,94121,2750000,6,3.5,San Francisco,3260,3000,1925,9,844,,Active,,,http://www.redfin.com/CA/San-Francisco/858-37th-Ave-94121/home/1477003,BAREIS,421599545,N,Y,37.7727574,-122.4969216
MLS Listing,,Condo/Co-op,38 Bryant St #604,San Francisco,CA,94105,1199000,2,2.0,San Francisco,1073,32017,1994,9,1117,769,Active,,,http://www.redfin.com/CA/San-Francisco/38-Bryant-St-94105/unit-604/home/724788,San Francisco MLS,421600371,N,Y,37.7873536,-122.3888066
MLS Listing,,Condo/Co-op,200 Brannan St #422,San Francisco,CA,94107,2349000,2,2.0,San Francisco,1928,72899,2004,9,1218,958,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-422/home/1224381,San Francisco MLS,421599313,N,Y,37.7838833,-122.3906104
